Acres,FamilyIncome,FamilyType,NumBedrooms,NumChildren,NumPeople,NumRooms,NumUnits,NumVehicles,NumWorkers,OwnRent,YearBuilt,HouseCosts,ElectricBill,FoodStamp,HeatingFuel,Insurance,Language
Sub 1,61000.00,Married,3,0,2,9,Single detached,2,2,Mortgage,1960-1969,3000,220,No,Oil,1000,English
Sub 1,61000.00,Married,3,0,3,5,Single detached,1,1,Mortgage,1950-1959,220,100,No,Oil,2500,Other
Sub 1,61000.00,Married,3,0,3,7,Single detached,2,1,Mortgage,Before 1939,370,270,Yes,Gas,600,English
Sub 1,61000.00,Married,3,0,3,8,Single detached,2,1,Mortgage,1960-1969,100,110,No,Gas,1500,English
Sub 1,61000.00,Married,3,0,3,8,Single detached,3,3,Mortgage,1950-1959,1300,400,No,Gas,400,English
Sub 1,61000.00,Married,3,0,4,6,Single attached,1,1,Mortgage,1940-1949,1400,200,No,Gas,1200,Spanish
Sub 1,61000.00,Married,3,0,4,6,Single detached,1,2,Mortgage,Before 1939,400,60,No,Gas,560,English
Sub 1,61000.00,Married,3,1,3,6,Single detached,3,3,Mortgage,Before 1939,460,60,No,Gas,650,English
Sub 1,61000.00,Married,3,1,3,7,Single detached,2,2,Mortgage,1950-1959,3000,150,No,Gas,1000,Spanish
Sub 1,61000.00,Married,3,2,4,6,Single detached,2,2,Mortgage,2009,950,80,No,Gas,600,English
Sub 1,61000.00,Married,3,2,4,8,Single attached,2,2,Mortgage,1990-1999,1100,120,No,Gas,450,Other European
Sub 1,61000.00,Married,3,2,4,8,Single detached,2,2,Mortgage,1940-1949,490,60,No,Electricity,400,English
Sub 1,61000.00,Married,3,2,5,6,Single detached,2,2,Mortgage,1960-1969,2500,350,No,Gas,1000,Spanish
Sub 1,61000.00,Married,3,3,5,6,Single attached,2,1,Mortgage,1970-1979,1300,140,No,Gas,1100,English
Sub 1,61000.00,Married,4,0,2,6,Single detached,3,2,Mortgage,1990-1999,650,100,No,Wood,600,English
Sub 1,61000.00,Married,4,0,2,7,Single detached,2,2,Mortgage,Before 1939,550,120,No,Gas,500,English
Sub 1,61000.00,Married,4,0,2,8,Single detached,2,1,Mortgage,1950-1959,1800,90,No,Gas,600,English
Sub 1,61000.00,Married,4,0,4,11,Single detached,1,3,Mortgage,1950-1959,1600,120,No,Gas,1200,English
Sub 1,61000.00,Married,4,2,4,7,Single detached,2,2,Mortgage,Before 1939,570,340,No,Oil,790,English
Sub 1,61000.00,Married,4,2,4,7,Single detached,2,2,Mortgage,1970-1979,1300,260,No,Gas,500,Other European
Sub 1,61000.00,Married,5,0,2,10,Single detached,2,1,Mortgage,Before 1939,650,230,No,Gas,1200,Other European
Sub 1,61000.00,Married,5,2,4,8,Single detached,1,2,Mortgage,1950-1959,2700,150,No,Oil,1500,English
Sub 1,61001.00,Married,3,3,5,8,Single detached,2,2,Mortgage,Before 1939,1800,150,No,Wood,1900,English
Sub 1,61030.00,Married,3,2,5,7,Single detached,2,1,Mortgage,1960-1969,1500,110,No,Gas,1200,English
Sub 1,61070.00,Female Head,4,0,2,9,Single detached,2,1,Mortgage,1960-1969,1300,10,No,Oil,1800,English
Sub 1,61100.00,Female Head,3,0,3,6,Single detached,3,3,Mortgage,1960-1969,1100,100,No,Gas,700,English
Sub 1,61100.00,Married,3,0,3,7,Single detached,2,1,Mortgage,1970-1979,870,100,No,Gas,450,English
Sub 1,61100.00,Married,4,0,3,8,Single detached,2,2,Mortgage,1940-1949,1500,180,No,Oil,1100,Asian Pacific
Sub 1,61200.00,Male Head,4,0,2,11,Single detached,2,2,Mortgage,1950-1959,1100,300,No,Oil,1000,English
Sub 1,61200.00,Married,2,0,2,3,Single attached,2,2,Mortgage,Before 1939,650,100,No,Gas,800,English
Sub 1,61200.00,Married,2,2,4,4,Single detached,1,1,Mortgage,Before 1939,2300,120,No,Oil,1900,Other European
Sub 1,61200.00,Married,3,0,2,5,Single detached,2,2,Rented,Before 1939,700,100,No,Gas,0,English
Sub 1,61200.00,Married,3,0,2,6,Single detached,2,0,Mortgage,1960-1969,720,60,No,Gas,670,English
Sub 1,61200.00,Married,3,0,2,7,Single detached,2,1,Mortgage,1960-1969,530,100,No,Oil,300,English
Sub 1,61200.00,Married,3,0,3,7,Single detached,1,0,Mortgage,1960-1969,880,80,No,Oil,250,English
Sub 1,61200.00,Married,3,0,3,8,Single detached,2,0,Mortgage,Before 1939,700,70,No,Oil,500,English
Sub 1,61200.00,Married,3,1,3,6,Single detached,2,3,Mortgage,1950-1959,3000,150,No,Oil,1800,Asian Pacific
Sub 1,61200.00,Married,3,1,3,7,Single detached,3,3,Mortgage,Before 1939,420,40,No,Gas,840,Asian Pacific
Sub 1,61200.00,Married,3,1,4,6,Single attached,1,2,Mortgage,1980-1989,2150,350,No,Gas,0,English
Sub 1,61200.00,Married,3,3,5,5,Single detached,2,2,Mortgage,1960-1969,910,200,No,Oil,200,English
Sub 1,61200.00,Married,4,0,3,11,Single detached,2,1,Mortgage,Before 1939,280,180,No,Oil,300,English
Sub 1,61200.00,Married,4,3,6,8,Single detached,2,2,Mortgage,1960-1969,1100,250,Yes,Gas,500,Other European
Sub 1,61220.00,Female Head,4,0,5,7,Single detached,0,2,Rented,1950-1959,680,200,Yes,Gas,0,English
Sub 1,61220.00,Married,3,1,4,8,Single detached,3,3,Mortgage,Before 1939,300,150,No,Gas,400,English
Sub 1,61300.00,Female Head,3,0,2,10,Single detached,1,1,Mortgage,Before 1939,760,60,No,Gas,390,English
Sub 1,61300.00,Female Head,4,0,2,11,Single detached,2,1,Mortgage,1950-1959,1900,180,No,Oil,1300,English
Sub 1,61300.00,Female Head,4,2,5,5,Single detached,1,1,Rented,1990-1999,500,110,Yes,Gas,0,Asian Pacific
Sub 1,61300.00,Married,3,0,4,10,Single detached,3,2,Mortgage,Before 1939,590,130,No,Gas,400,English
Sub 1,61300.00,Married,8,2,5,11,Single attached,1,2,Mortgage,Before 1939,2800,180,Yes,Gas,1300,Spanish
Sub 1,61350.00,Married,3,0,2,8,Single detached,2,1,Mortgage,1940-1949,200,100,No,Oil,2000,English
Sub 1,61400.00,Female Head,3,1,3,6,Single detached,1,2,Rented,1940-1949,700,100,No,Gas,0,Spanish
Sub 1,61400.00,Married,3,0,2,5,Single detached,2,1,Mortgage,Before 1939,720,90,No,Gas,1500,Other European
Sub 1,61400.00,Married,3,1,3,6,Single detached,2,2,Mortgage,1990-1999,510,120,No,Oil,440,English
Sub 1,61400.00,Married,3,2,4,5,Single detached,2,2,Mortgage,1970-1979,1600,280,No,Oil,1000,Other European
Sub 1,61420.00,Male Head,3,1,3,6,Single detached,3,2,Mortgage,Before 1939,740,70,No,Gas,350,English
Sub 1,61480.00,Married,3,0,2,6,Single detached,1,1,Mortgage,Before 1939,280,40,No,Gas,610,English
Sub 1,61500.00,Married,2,0,2,9,Single detached,3,2,Mortgage,2006,1200,130,No,Gas,390,English
Sub 1,61500.00,Married,3,0,2,5,Single attached,2,2,Rented,1970-1979,1500,110,No,Gas,0,English
Sub 1,61500.00,Married,3,0,2,6,Single attached,1,1,Outright,2000-2004,140,90,No,Gas,770,English
Sub 1,61500.00,Married,3,0,3,6,Single detached,6,1,Mortgage,Before 1939,240,100,No,Oil,400,English
Sub 1,61500.00,Married,4,0,3,7,Single detached,1,1,Mortgage,Before 1939,1800,250,Yes,Gas,6600,English
Sub 1,61500.00,Married,4,3,5,8,Single detached,2,3,Rented,1980-1989,1800,130,No,Oil,0,Spanish
Sub 1,61510.00,Female Head,2,0,2,5,Single detached,2,2,Mortgage,Before 1939,800,180,No,Oil,1500,English
Sub 1,61520.00,Married,3,0,2,6,Single detached,2,2,Mortgage,1960-1969,500,50,No,Wood,560,English
Sub 1,61540.00,Female Head,3,0,2,7,Single detached,2,2,Mortgage,1950-1959,940,40,No,Gas,430,English
Sub 1,61550.00,Married,3,0,3,5,Single detached,3,3,Mortgage,1990-1999,650,180,No,Oil,0,English
Sub 1,61590.00,Female Head,4,1,3,8,Single detached,2,2,Mortgage,1950-1959,930,150,No,Electricity,580,English
Sub 1,61600.00,Female Head,3,2,3,8,Single detached,1,1,Mortgage,1940-1949,100,330,No,Gas,430,Spanish
Sub 1,61600.00,Female Head,4,2,4,7,Single attached,2,2,Mortgage,1960-1969,2300,100,No,Gas,350,English
Sub 1,61600.00,Married,3,0,2,6,Single attached,1,2,Mortgage,1960-1969,2000,70,No,Oil,1200,English
Sub 1,61600.00,Married,4,1,3,8,Single detached,2,1,Mortgage,Before 1939,270,90,Yes,Gas,200,English
Sub 1,61600.00,Married,5,0,2,10,Single detached,3,2,Mortgage,1970-1979,2300,250,No,Gas,2500,English
Sub 1,61680.00,Married,3,0,2,7,Single detached,3,0,Mortgage,1970-1979,1200,60,No,Wood,950,Other European
Sub 1,61700.00,Married,2,0,2,5,Mobile home,2,1,Mortgage,1970-1979,260,180,No,Oil,250,English
Sub 1,61700.00,Married,3,0,2,7,Single detached,1,1,Mortgage,Before 1939,1200,40,No,Gas,800,English
Sub 1,61700.00,Married,3,0,2,7,Single detached,2,1,Mortgage,1950-1959,350,150,No,Gas,100,English
Sub 1,61700.00,Married,3,1,4,5,Single detached,1,2,Rented,1950-1959,1500,110,Yes,Gas,0,English
Sub 1,61700.00,Married,8,0,2,8,Single detached,0,1,Mortgage,Before 1939,1100,1,No,Gas,1200,English
Sub 1,61750.00,Married,3,1,3,6,Single detached,2,2,Mortgage,1990-1999,1900,70,No,Gas,600,English
Sub 1,61800.00,Male Head,3,0,2,8,Single detached,3,0,Mortgage,1940-1949,1200,140,No,Oil,1000,English
Sub 1,61800.00,Male Head,4,0,4,8,Single detached,1,3,Rented,Before 1939,500,200,No,Gas,0,English
Sub 1,61800.00,Male Head,4,3,7,9,Single detached,2,3,Mortgage,1940-1949,1200,400,No,Gas,1400,Spanish
Sub 1,61800.00,Married,3,0,3,7,Single detached,3,2,Mortgage,2000-2004,1100,150,Yes,Gas,600,English
Sub 1,61800.00,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,840,100,No,Gas,1800,English
Sub 1,61800.00,Married,4,0,2,8,Single detached,2,2,Mortgage,1990-1999,1200,230,No,Gas,800,English
Sub 1,61850.00,Married,4,1,5,12,Single detached,4,3,Mortgage,1950-1959,2500,490,No,Gas,2000,English
Sub 1,61900.00,Female Head,3,0,4,5,Single attached,0,3,Rented,1950-1959,1300,150,Yes,Gas,0,Asian Pacific
Sub 1,61900.00,Female Head,4,0,6,7,Single detached,2,2,Mortgage,Before 1939,250,180,No,Gas,600,English
Sub 1,61900.00,Female Head,4,2,4,8,Single detached,2,1,Mortgage,1970-1979,2300,270,No,Gas,900,Spanish
Sub 1,61900.00,Married,2,0,3,4,Single detached,0,3,Rented,1950-1959,1300,1,No,Oil,0,Spanish
Sub 1,61900.00,Married,3,0,3,6,Single detached,3,1,Mortgage,1960-1969,190,120,No,Gas,870,English
Sub 1,61900.00,Married,8,0,3,11,Single detached,2,1,Mortgage,2006,2200,440,No,Gas,1000,English
Sub 1,61980.00,Female Head,4,0,2,10,Single detached,1,1,Mortgage,Before 1939,200,100,No,Gas,600,English
Sub 1,62000.00,Female Head,2,0,2,7,Single detached,1,2,Mortgage,1950-1959,1400,350,No,Oil,1200,English
Sub 1,62000.00,Female Head,2,0,3,4,Single detached,2,2,Mortgage,Before 1939,430,120,No,Wood,300,English
Sub 1,62000.00,Female Head,3,0,2,5,Single detached,2,1,Mortgage,1960-1969,750,180,Yes,Oil,600,English
Sub 1,62000.00,Female Head,3,0,3,8,Single detached,2,2,Mortgage,1950-1959,770,70,No,Gas,740,English
Sub 1,62000.00,Female Head,3,1,3,6,Single detached,2,1,Mortgage,Before 1939,300,50,No,Gas,840,English
Sub 1,62000.00,Female Head,4,0,2,8,Single detached,2,1,Mortgage,1950-1959,1100,170,No,Oil,2300,English
Sub 1,62000.00,Female Head,4,0,4,6,Single detached,2,2,Mortgage,1990-1999,1700,190,No,Oil,1200,Other European
Sub 1,62000.00,Female Head,4,0,4,7,Single detached,2,2,Mortgage,1950-1959,3000,150,No,Oil,1200,Spanish
Sub 1,62000.00,Female Head,4,2,5,5,Single detached,1,2,Mortgage,Before 1939,800,200,No,Gas,500,Other European
Sub 1,62000.00,Female Head,5,0,2,7,Single attached,0,2,Mortgage,1960-1969,1300,230,No,Gas,560,English
Sub 1,62000.00,Male Head,2,0,2,4,Single detached,1,2,Mortgage,Before 1939,2700,100,No,Gas,1300,English
Sub 1,62000.00,Male Head,3,0,2,5,Single detached,2,2,Mortgage,1960-1969,1600,400,No,Oil,1000,English
Sub 1,62000.00,Male Head,3,0,3,4,Single detached,1,1,Mortgage,Before 1939,1400,150,No,Gas,1200,Spanish
Sub 1,62000.00,Male Head,4,0,4,7,Single attached,3,3,Mortgage,1950-1959,2000,250,No,Gas,1300,English
Sub 1,62000.00,Male Head,5,0,3,12,Single detached,3,2,Mortgage,1990-1999,1400,200,No,Gas,2700,Other European
Sub 1,62000.00,Married,1,0,2,4,Single detached,1,2,Mortgage,1990-1999,800,170,No,Other,1000,English
Sub 1,62000.00,Married,1,0,3,3,Single detached,2,2,Mortgage,Before 1939,1400,140,No,Gas,2100,English
Sub 1,62000.00,Married,2,0,2,6,Single detached,0,2,Mortgage,Before 1939,770,60,No,Electricity,600,English
Sub 1,62000.00,Married,2,0,2,6,Single detached,1,1,Mortgage,Before 1939,520,150,No,Gas,350,English
Sub 1,62000.00,Married,2,0,3,5,Single detached,3,2,Mortgage,Before 1939,1600,260,No,Oil,1300,English
Sub 1,62000.00,Married,3,0,2,6,Single detached,2,0,Mortgage,1950-1959,1000,320,No,Gas,520,English
Sub 1,62000.00,Married,3,0,2,6,Single detached,2,1,Mortgage,Before 1939,1100,50,No,Gas,360,English
Sub 1,62000.00,Married,3,0,2,6,Single detached,2,2,Mortgage,Before 1939,250,60,No,Gas,760,English
Sub 1,62000.00,Married,3,0,2,6,Single detached,2,2,Mortgage,1980-1989,600,230,No,Gas,380,English
Sub 1,62000.00,Married,3,0,2,7,Single detached,2,2,Mortgage,1960-1969,450,160,No,Gas,0,Spanish
Sub 1,62000.00,Married,3,0,2,8,Single detached,1,0,Mortgage,1940-1949,600,80,No,Gas,900,English
Sub 1,62000.00,Married,3,0,2,8,Single detached,2,1,Mortgage,1970-1979,1100,80,No,Oil,800,English
Sub 1,62000.00,Married,3,0,2,9,Single detached,2,1,Mortgage,Before 1939,2700,370,No,Gas,1200,English
Sub 1,62000.00,Married,3,0,2,9,Single detached,2,2,Mortgage,Before 1939,550,220,No,Gas,700,English
Sub 1,62000.00,Married,3,0,3,5,Single detached,3,1,Mortgage,Before 1939,570,210,Yes,Gas,540,Other European
Sub 1,62000.00,Married,3,1,3,5,Single detached,2,2,Mortgage,1940-1949,670,250,No,Gas,0,English
Sub 1,62000.00,Married,3,1,3,6,Single detached,2,2,Mortgage,Before 1939,1100,150,No,Gas,700,English
Sub 1,62000.00,Married,3,2,4,5,Single detached,1,2,Mortgage,1960-1969,900,400,No,Electricity,400,English
Sub 1,62000.00,Married,3,2,4,5,Single detached,2,2,Mortgage,1950-1959,1600,140,No,Gas,1200,Asian Pacific
Sub 1,62000.00,Married,3,2,4,7,Single detached,1,2,Mortgage,1940-1949,850,240,Yes,Gas,2400,English
Sub 1,62000.00,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,450,80,No,Wood,580,English
Sub 1,62000.00,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,210,60,No,Gas,290,English
Sub 1,62000.00,Married,3,2,4,11,Single detached,1,2,Mortgage,1950-1959,830,110,No,Gas,0,English
Sub 1,62000.00,Married,3,3,5,5,Single detached,2,1,Mortgage,1950-1959,1100,80,No,Gas,330,English
Sub 1,62000.00,Married,3,3,5,7,Single detached,2,2,Mortgage,1960-1969,550,90,No,Gas,0,English
Sub 1,62000.00,Married,3,4,6,6,Single detached,2,2,Mortgage,1970-1979,1900,370,No,Oil,1200,Spanish
Sub 1,62000.00,Married,3,4,6,7,Single attached,1,1,Rented,1980-1989,1400,180,Yes,Electricity,0,English
Sub 1,62000.00,Married,3,4,6,9,Single detached,2,2,Mortgage,Before 1939,910,190,No,Oil,620,English
Sub 1,62000.00,Married,4,0,2,6,Single detached,1,0,Mortgage,1990-1999,100,90,No,Gas,400,English
Sub 1,62000.00,Married,4,0,2,8,Single detached,2,2,Mortgage,Before 1939,200,90,No,Gas,680,English
Sub 1,62000.00,Married,4,1,3,7,Single detached,2,2,Mortgage,1950-1959,300,70,No,Gas,300,English
Sub 1,62000.00,Married,4,2,4,6,Single detached,4,2,Mortgage,1950-1959,2000,140,No,Oil,0,English
Sub 1,62000.00,Married,4,2,4,7,Single detached,2,1,Mortgage,1950-1959,1000,140,No,Oil,0,English
Sub 1,62000.00,Married,4,2,4,11,Single detached,2,1,Mortgage,1990-1999,2800,440,No,Gas,700,Other European
Sub 1,62000.00,Married,4,3,5,6,Single detached,2,2,Mortgage,1950-1959,1500,130,No,Oil,680,Spanish
Sub 1,62000.00,Married,4,3,5,7,Single attached,1,1,Mortgage,1950-1959,1500,90,No,Gas,1500,Other European
Sub 1,62000.00,Married,4,3,6,9,Single detached,2,2,Mortgage,15,1800,200,No,Gas,2000,Other European
Sub 1,62000.00,Married,5,1,4,7,Single detached,1,1,Mortgage,1960-1969,2300,150,Yes,Oil,1500,Spanish
Sub 1,62000.00,Married,8,0,4,11,Single detached,2,1,Mortgage,1960-1969,2700,580,No,Gas,2500,English
Sub 1,62040.00,Female Head,2,5,7,3,Mobile home,2,1,Rented,2009,900,300,No,Oil,0,English
Sub 1,62050.00,Married,2,1,5,5,Single detached,1,3,Mortgage,Before 1939,2000,150,No,Gas,500,English
Sub 1,62100.00,Female Head,3,0,2,8,Single detached,1,1,Mortgage,1950-1959,2700,110,No,Gas,1300,English
Sub 1,62100.00,Married,3,0,3,7,Single detached,2,0,Mortgage,1950-1959,1500,250,No,Gas,2000,English
Sub 1,62100.00,Married,3,2,4,7,Single detached,3,2,Mortgage,Before 1939,460,170,No,Gas,710,English
Sub 1,62130.00,Married,3,2,6,6,Single detached,1,2,Mortgage,1950-1959,2400,180,No,Gas,1200,Other European
Sub 1,62200.00,Male Head,4,1,4,9,Single detached,3,2,Mortgage,1980-1989,2400,530,No,Oil,600,English
Sub 1,62200.00,Married,2,0,2,6,Single detached,2,0,Mortgage,2000-2004,300,70,No,Gas,600,English
Sub 1,62200.00,Married,3,0,2,8,Single detached,2,1,Mortgage,Before 1939,350,190,Yes,Gas,170,English
Sub 1,62200.00,Married,3,2,4,6,Single detached,2,1,Mortgage,Before 1939,1000,200,No,Gas,600,English
Sub 1,62300.00,Female Head,3,0,3,6,Single detached,2,1,Mortgage,1950-1959,590,60,No,Gas,360,Other European
Sub 1,62300.00,Male Head,3,2,3,6,Single attached,1,1,Rented,1980-1989,1100,50,No,Gas,0,English
Sub 1,62300.00,Married,2,2,4,4,Single detached,1,2,Rented,1970-1979,1700,200,No,Gas,0,Spanish
Sub 1,62300.00,Married,3,0,2,6,Single detached,2,0,Mortgage,1960-1969,550,50,No,Oil,890,English
Sub 1,62300.00,Married,3,0,3,7,Single detached,2,2,Mortgage,1940-1949,1200,200,No,Gas,1000,English
Sub 1,62300.00,Married,3,2,4,6,Single detached,2,1,Mortgage,1950-1959,1700,140,No,Oil,1500,English
Sub 1,62350.00,Married,3,0,2,9,Single detached,3,1,Mortgage,Before 1939,270,150,No,Gas,990,English
Sub 1,62400.00,Female Head,4,1,4,8,Single detached,1,2,Mortgage,1990-1999,3200,280,No,Gas,1000,Other European
Sub 1,62400.00,Male Head,5,0,2,21,Single detached,2,1,Mortgage,Before 1939,500,120,No,Gas,710,English
Sub 1,62400.00,Married,2,0,3,7,Single detached,3,3,Mortgage,1950-1959,100,190,No,Gas,660,Other European
Sub 1,62400.00,Married,2,2,4,4,Single detached,0,2,Rented,1950-1959,1200,90,Yes,Gas,0,Spanish
Sub 1,62400.00,Married,3,0,3,7,Single detached,2,3,Mortgage,1960-1969,410,90,No,Gas,300,English
Sub 1,62400.00,Married,3,0,4,6,Single attached,2,2,Mortgage,2000-2004,1700,170,No,Gas,1200,English
Sub 1,62400.00,Married,4,4,6,7,Single detached,2,2,Mortgage,Before 1939,920,190,Yes,Gas,700,English
Sub 1,62460.00,Married,4,0,4,7,Single detached,2,2,Mortgage,1970-1979,1600,400,No,Gas,910,English
Sub 1,62500.00,Married,3,0,2,9,Single detached,2,2,Mortgage,1970-1979,1600,160,No,Gas,550,English
Sub 1,62500.00,Married,3,0,4,9,Single detached,3,2,Mortgage,Before 1939,680,300,No,Gas,410,English
Sub 1,62500.00,Married,3,3,5,8,Single detached,2,2,Mortgage,1960-1969,390,150,No,Gas,480,English
Sub 1,62500.00,Married,4,2,5,7,Single detached,3,2,Mortgage,1960-1969,2500,130,No,Oil,1500,English
Sub 1,62510.00,Married,3,2,4,6,Single detached,2,2,Rented,1940-1949,730,370,No,Gas,0,English
Sub 1,62600.00,Female Head,4,1,3,8,Single detached,3,2,Mortgage,1980-1989,130,200,No,Gas,700,English
Sub 1,62600.00,Married,4,2,4,7,Single detached,1,3,Mortgage,1970-1979,1800,250,No,Oil,1500,English
Sub 1,62600.00,Married,4,2,4,8,Single detached,2,1,Mortgage,Before 1939,580,400,No,Gas,430,English
Sub 1,62700.00,Married,2,0,5,4,Single detached,2,3,Rented,1950-1959,800,120,No,Oil,0,English
Sub 1,62700.00,Married,3,0,2,5,Single detached,2,2,Mortgage,1950-1959,2300,210,No,Oil,2000,Other European
Sub 1,62700.00,Married,3,0,2,6,Single detached,2,1,Mortgage,1970-1979,610,120,No,Gas,0,English
Sub 1,62700.00,Married,4,0,2,8,Single detached,2,0,Mortgage,1970-1979,340,310,No,Gas,1200,English
Sub 1,62700.00,Married,4,0,4,7,Single detached,4,3,Mortgage,1950-1959,2900,450,No,Gas,1000,English
Sub 1,62740.00,Married,2,0,3,7,Single detached,3,3,Mortgage,1940-1949,1100,110,No,Gas,490,English
Sub 1,62800.00,Married,2,0,3,6,Single detached,1,1,Mortgage,1950-1959,2400,250,No,Gas,1900,English
Sub 1,62800.00,Married,2,2,4,5,Single detached,2,1,Rented,1950-1959,650,70,No,Gas,0,English
Sub 1,62800.00,Married,3,3,5,6,Single detached,3,2,Mortgage,Before 1939,1700,200,No,Gas,900,English
Sub 1,62900.00,Female Head,3,0,5,6,Single attached,2,3,Mortgage,1950-1959,2000,150,Yes,Gas,1300,English
Sub 1,62900.00,Married,2,0,2,6,Single detached,1,2,Mortgage,Before 1939,270,90,No,Oil,650,English
Sub 1,62900.00,Married,2,2,5,4,Single detached,1,2,Mortgage,1940-1949,2800,170,No,Gas,1500,English
Sub 1,62900.00,Married,3,0,2,10,Single detached,2,1,Mortgage,Before 1939,830,70,No,Gas,580,English
Sub 1,62900.00,Married,3,3,5,6,Single detached,2,1,Mortgage,1960-1969,910,80,No,Gas,640,English
Sub 1,62980.00,Married,3,0,2,7,Single detached,3,1,Mortgage,Before 1939,500,80,No,Gas,300,English
Sub 1,63000.00,Female Head,2,0,2,6,Single detached,1,2,Rented,Before 1939,510,240,No,Gas,0,English
Sub 1,63000.00,Female Head,3,0,4,6,Single detached,2,1,Mortgage,1960-1969,2500,300,Yes,Gas,1500,English
Sub 1,63000.00,Female Head,3,2,3,7,Single detached,2,1,Mortgage,Before 1939,2000,230,No,Oil,1200,Spanish
Sub 1,63000.00,Female Head,3,3,9,7,Single detached,1,2,Rented,1960-1969,1600,300,Yes,Electricity,0,Spanish
Sub 1,63000.00,Female Head,4,0,2,8,Single detached,2,1,Mortgage,1980-1989,3400,200,No,Gas,500,English
Sub 1,63000.00,Female Head,4,0,2,9,Single detached,2,2,Mortgage,1940-1949,890,80,No,Gas,900,English
Sub 1,63000.00,Male Head,2,0,2,4,Single detached,0,2,Rented,Before 1939,950,50,No,Gas,0,English
Sub 1,63000.00,Male Head,4,2,4,9,Single detached,2,1,Mortgage,Before 1939,1200,250,No,Gas,2000,Other European
Sub 1,63000.00,Married,2,0,2,4,Single detached,1,0,Mortgage,Before 1939,1500,270,No,Gas,1000,English
Sub 1,63000.00,Married,2,0,2,6,Single detached,1,2,Mortgage,Before 1939,650,80,No,Gas,580,English
Sub 1,63000.00,Married,2,0,3,5,Single attached,2,0,Mortgage,1990-1999,2300,300,No,Gas,1000,English
Sub 1,63000.00,Married,3,0,2,5,Single attached,2,1,Mortgage,1940-1949,500,300,No,Gas,1200,Other European
Sub 1,63000.00,Married,3,0,2,5,Single detached,2,2,Mortgage,1990-1999,100,90,No,Gas,650,English
Sub 1,63000.00,Married,3,0,2,6,Single detached,0,2,Mortgage,1960-1969,2500,200,No,Gas,1600,Other European
Sub 1,63000.00,Married,3,0,2,6,Single detached,2,1,Mortgage,1950-1959,1300,140,No,Gas,1300,English
Sub 1,63000.00,Married,3,0,2,6,Single detached,2,2,Mortgage,1980-1989,1100,80,No,Gas,500,English
Sub 1,63000.00,Married,3,0,2,7,Single detached,2,2,Mortgage,Before 1939,200,40,No,Gas,390,English
Sub 1,63000.00,Married,3,0,2,7,Single detached,3,1,Mortgage,1950-1959,430,200,No,Oil,400,English
Sub 1,63000.00,Married,3,0,2,8,Single detached,2,0,Mortgage,Before 1939,880,140,No,Oil,520,English
Sub 1,63000.00,Married,3,0,2,8,Single detached,2,2,Mortgage,Before 1939,600,90,No,Wood,650,English
Sub 1,63000.00,Married,3,0,3,6,Single detached,2,2,Rented,Before 1939,430,250,Yes,Electricity,0,English
Sub 1,63000.00,Married,3,0,3,8,Single detached,3,3,Mortgage,1990-1999,870,150,No,Gas,460,Other European
Sub 1,63000.00,Married,3,0,6,4,Single attached,1,3,Mortgage,Before 1939,1800,100,Yes,Gas,2000,Asian Pacific
Sub 1,63000.00,Married,3,1,3,6,Single detached,2,2,Mortgage,1940-1949,1300,200,No,Gas,1200,English
Sub 1,63000.00,Married,3,1,3,11,Single detached,2,2,Mortgage,Before 1939,410,80,No,Gas,510,English
Sub 1,63000.00,Married,3,1,4,4,Single detached,2,3,Rented,1990-1999,1000,1,No,Oil,0,Spanish
Sub 1,63000.00,Married,3,1,4,7,Single detached,3,2,Mortgage,1990-1999,610,360,No,Gas,500,English
Sub 1,63000.00,Married,3,1,7,5,Single detached,2,2,Mortgage,1950-1959,2200,140,No,Gas,1500,Spanish
Sub 1,63000.00,Married,3,2,4,4,Single detached,2,2,Rented,2009,850,220,No,Wood,0,English
Sub 1,63000.00,Married,3,2,4,6,Single detached,1,1,Rented,Before 1939,1200,140,No,Gas,0,Other
Sub 1,63000.00,Married,3,2,4,7,Single detached,2,2,Mortgage,1950-1959,830,210,No,Gas,600,English
Sub 1,63000.00,Married,3,2,4,10,Single detached,1,2,Mortgage,Before 1939,500,100,No,Gas,200,English
Sub 1,63000.00,Married,3,3,5,7,Single detached,2,1,Mortgage,Before 1939,2000,140,No,Oil,1600,English
Sub 1,63000.00,Married,3,3,5,7,Single detached,2,2,Mortgage,1960-1969,200,10,No,Gas,690,English
Sub 1,63000.00,Married,4,0,2,7,Single detached,1,1,Mortgage,1940-1949,390,70,No,Gas,350,English
Sub 1,63000.00,Married,4,0,3,9,Single detached,2,2,Mortgage,1960-1969,300,100,No,Gas,450,English
Sub 1,63000.00,Married,4,0,5,7,Single detached,3,1,Mortgage,Before 1939,300,100,Yes,Gas,400,English
Sub 1,63000.00,Married,4,1,3,6,Single detached,2,2,Rented,1950-1959,600,200,No,Electricity,0,English
Sub 1,63000.00,Married,4,2,4,7,Single detached,0,1,Mortgage,1960-1969,2100,250,No,Oil,1800,English
Sub 1,63000.00,Married,4,3,5,8,Single detached,2,2,Mortgage,Before 1939,1200,100,No,Gas,380,English
